AC,priority,label-val,between_connectivity,cluster
A0A0B1Q485,False,0,0,0.0
A0A0W0NPD4,False,0,0,0.0
G5MI78,False,0,0,0.0
A0A133H8B3,False,0,0,0.0
A7KFY3,False,0,0,0.0
D7R515,False,0,0,0.0
A0A0Q8J3A3,False,0,0,0.0
A0A0H5RR67,False,0,0,0.0
G4C4R8,False,0,0,0.0
ZP_04405450,False,0,0,1.0
B0VCG7,False,0,0,0.0
BAD95833,False,0,0,0.0
R0F196,False,0,0,0.0
A0A061MTY4,False,0,0,0.0
A0A137XVQ5,False,0,0,0.0
A0A0F6U9F2,False,0,0,0.0
A0A0P0C8E0,False,0,0,0.0
A0A0E2LG13,False,0,0,0.0
A0A0D6BRK3,False,0,0,0.0
A0A100M496,False,0,0,0.0
A0A075TDM3,False,0,0,0.0
A0A140REQ9,False,0,0,0.0
A0A0M7KBK5,False,0,0,0.0
A0A0J1LJ93,False,0,0,0.0
Q5R1L7,False,0,0,0.0
A0A077KUS2,False,0,0,0.0
A0A0M1F4H3,False,0,0,0.0
A0A0S8Z5L1,False,0,0,0.0
J2FI81,False,0,0,0.0
Q9KVZ1,False,0,0,0.0
A0A096XHF6,False,0,0,0.0
A0A117USQ5,False,0,0,0.0
D7RF79,False,0,0,0.0
Q4U1X3,False,0,0,0.0
A0A0M2SJB7,False,0,0,0.0
A0A0W1B555,False,0,0,1.0
B5SZM8,False,0,0,0.0
A0A147J953,False,0,0,0.0
J2W1I5,False,0,0,0.0
U6ZY50,False,0,0,0.0
U4VCK6,False,0,0,0.0
F1YSC7,False,0,0,0.0
A0A0J6K1Z7,False,0,0,0.0
A0A149QP65,False,0,0,0.0
A0A0X8GRE1,False,0,0,0.0
CAD36021,False,0,0,0.0
E9L096,False,0,0,0.0
A0A0G3SQY5,False,0,0,0.0
A0A132C7X6,False,0,0,0.0
A0A0Z9D5Z7,False,0,0,0.0
B5ZZ48,False,0,0,0.0
N8V2W5,False,0,0,0.0
I1W1X4,False,0,0,0.0
A0A0Q7FPI6,False,0,0,1.0
C5ISB8,False,0,0,0.0
D5L0D2,False,0,0,0.0
C0Q3Z0,False,0,0,0.0
CAA33715,False,0,0,0.0
A0A0K2IVY2,False,0,0,0.0
ABO42050,False,0,0,0.0
L0NGP2,False,0,0,0.0
A0SKJ3,False,0,0,0.0
AAA26700,False,0,0,0.0
A7Y2S8,False,0,0,0.0
A0A059WMV8,False,0,0,0.0
A0A0H2WNR1,False,0,0,0.0
A0A068QMR5,False,0,0,0.0
A0A0B4VT69,False,0,0,0.0
G5NCT1,False,0,0,0.0
P14511,False,0,0,0.0
X5LBG4,False,0,0,0.0
A0A023V6T4,False,0,0,0.0
A0A0B3TNC3,False,0,0,0.0
V7UXE4,False,0,0,0.0
CAM88415,False,0,0,1.0
A0A0K1M535,False,0,0,0.0
ABG77519,False,0,0,0.0
F8T8X2,False,0,0,0.0
Q9RM43,False,0,0,0.0
G4WFL9,False,0,0,0.0
A0A0L0JD58,False,0,0,0.0
A4ZVU6,False,0,0,0.0
A0A0A7EAJ4,False,0,0,0.0
0910185A,False,0,0,1.0
A6TIY6,False,0,0,0.0
ACA35067,False,0,0,0.0
E5LCR5,False,0,0,0.0
A0A0B4ZTY1,False,0,0,0.0
X2KIT0,False,0,0,0.0
B0BL05,False,0,0,0.0
A0A0B1PWI8,False,0,0,0.0
CAF31839,False,0,0,0.0
A0A0E2M3X8,False,0,0,0.0
YP_001338814,False,0,0,0.0
A0A0B4S3S8,False,0,0,0.0
A0A062IIM3,False,0,0,0.0
YP_001096379,False,0,0,0.0
A0A080VIX8,False,0,0,0.0
BAG17078,False,0,0,0.0
A0A0F5PXL4,False,0,0,0.0
A0A0D6UWQ6,False,0,0,0.0
C4SA85,False,0,0,0.0
Q0PM60,False,0,0,0.0
P24619,False,0,0,1.0
S0F3D2,False,0,0,0.0
A0A0H3VE81,False,0,0,1.0
CAQ86961,False,0,0,1.0
Q689F1,False,0,0,0.0
A0A0W4HGN1,False,0,0,0.0
A0A0U7CJ84,False,0,0,0.0
A0A0E2M4N3,False,0,0,0.0
A0A0V9HC16,False,0,0,1.0
N9RDH2,False,0,0,0.0
Q8KLJ5,False,0,0,0.0
Q3MSL6,False,0,0,0.0
A0A0C3I6J4,False,0,0,0.0
BAC98411,False,0,0,0.0
S6KZG2,False,0,0,0.0
A0A102EQG5,False,0,0,0.0
A0A0K3A085,False,0,0,0.0
Q2J7L5,False,0,0,1.0
C5IKV7,False,0,0,0.0
A0A0H3CDQ7,False,0,0,0.0
N8WWG0,False,0,0,1.0
L8AKV2,False,0,0,0.0
A0A0L6FNW8,False,0,0,0.0
A0A0L0QLK3,False,0,0,0.0
A0A0U5HUT0,False,0,0,0.0
L0LHQ5,False,0,0,0.0
A0A0S2FM19,False,0,0,0.0
A0A0W0AQT1,False,0,0,0.0
A0A142FK27,False,0,0,1.0
N9K3Z7,False,0,0,0.0
F7UB62,False,0,0,0.0
A0A0B2YWX8,False,0,0,0.0
A0A0S2DDB2,False,0,0,0.0
A0A0W0B3K5,False,0,0,0.0
A0A096ZJW0,False,0,0,0.0
A0A120EVR3,False,0,0,0.0
A0A0A0R052,False,0,0,0.0
A0A0D8KN94,False,0,0,0.0
A0SKI7,False,0,0,0.0
A0A0G3LU90,False,0,0,0.0
A0A0B4XGL0,False,0,0,0.0
A0A0R0DN07,False,0,0,0.0
A0A135NT80,False,0,0,0.0
N9GPH0,False,0,0,0.0
A0A0Q7R1Y4,False,0,0,0.0
A7XQR7,False,0,0,0.0
A0A0A0YXE3,False,0,0,0.0
A0A0L8M979,False,0,0,0.0
C4I6V9,False,0,0,0.0
A0A061P0M7,False,0,0,0.0
A0A0U7V8L8,False,0,0,0.0
D7YMD6,False,0,0,0.0
A0A0J8Q4A7,False,0,0,0.0
H5XNJ8,False,0,0,0.0
A0A072NT24,False,0,0,0.0
Q1WLM9,False,0,0,0.0
A0A0W0V3L1,False,0,0,0.0
A0A0D8KFT1,False,0,0,0.0
A0A0P1D1N8,False,0,0,0.0
A0A0L2R4H7,False,0,0,0.0
A0A0A0YZV7,False,0,0,0.0
A0A0N1UZ94,False,0,0,0.0
A0A0K2ZRZ8,False,0,0,0.0
A0A0Q9ES00,False,0,0,0.0
A0A0N1LPE6,False,0,0,0.0
P24618,False,0,0,1.0
A0A0A8UTA7,False,0,0,0.0
Q08325,False,0,0,1.0
G9W5E1,False,0,0,0.0
A0A0A0YXB4,False,0,0,0.0
F0BGW2,False,0,0,0.0
A0A024KIC2,False,0,0,0.0
A0A0X3R1K7,False,0,0,0.0
A0A068HCF8,False,0,0,0.0
A0A068JFY8,False,0,0,0.0
Q2MEY3,False,0,0,0.0
B2DFV5,False,0,0,0.0
B4STJ7,False,0,0,0.0
Q8L319,False,0,0,0.0
A0A0A0YVJ5,False,0,0,0.0
E5G504,False,0,0,0.0
Q671Q4,False,0,0,0.0
A0A0C5BRL7,False,0,0,0.0
A0A0L9EMH4,False,0,0,0.0
G0PUI2,False,0,0,0.0
V1H3Z1,False,0,0,0.0
A0A0K0HB05,False,0,0,0.0
ADH03009.1,False,0,0,0.0
CAA26199,False,0,0,0.0
A0A0S2G2U1,False,0,0,0.0
A0A0R0CAI7,False,0,0,0.0
A0A0M1F1M4,False,0,0,0.0
A0A0Q8CL89,False,0,0,0.0
A0A0H3WY38,False,0,0,0.0
A0A0J6LLC7,False,0,0,0.0
A0SKI3,False,0,0,0.0
CAJ77026,False,0,0,1.0
A0A142FK25,False,0,0,1.0
A0A059VDC5,False,0,0,0.0
V6MFY8,False,0,0,0.0
Q9RNI5,False,0,0,0.0
ABF67771,False,0,0,0.0
A0A0G8BAP8,False,0,0,0.0
A0A0E4H934,False,0,0,1.0
AAG42234,False,0,0,0.0
A0A0F5LS10,False,0,0,0.0
Q6A4I3,False,0,0,0.0
A0A023ZU08,False,0,0,0.0
A0A085VA76,False,0,0,0.0
A0A0Q7LKN8,False,0,0,0.0
W0XA62,False,0,0,0.0
ACB20261,False,0,0,1.0
D6CJG0,False,0,0,0.0
S0F2P5,False,0,0,0.0
A0A0J8AV74,False,0,0,0.0
XP_001893601,False,0,0,0.0
A0A069BDK2,False,0,0,0.0
A0A0Q8FXG9,False,0,0,0.0
V8MP10,False,0,0,0.0
A0A0H2ZEU7,False,0,0,0.0
Q1GVD5,False,0,0,0.0
S3IMW1,False,0,0,0.0
W8FSF5,False,0,0,0.0
A0A0A5FXA5,False,0,0,1.0
D0Z6U7,False,0,0,0.0
A0A0S3BHD7,False,0,0,0.0
A0A0K9XNI0,False,0,0,0.0
A0A094TLJ9,False,0,0,0.0
B7U9E3,False,0,0,0.0
I3I9R0,False,0,0,0.0
Q9K3E0,False,0,0,0.0
E2D103,False,0,0,0.0
BAA08271,False,0,0,0.0
A0A085F9E2,False,0,0,0.0
A0A072CT55,False,0,0,1.0
C6G241,False,0,0,0.0
Q9L8H5,False,0,0,0.0
A0A0A0YZZ7,False,0,0,0.0
A0A083ZSS3,False,0,0,0.0
CAJ32498,False,0,0,0.0
A0A0N0JN33,False,0,0,0.0
Q8VTS8,False,0,0,0.0
A0A086YC10,False,0,0,0.0
A0A0F6LFD7,False,0,0,0.0
A0A0B4VT91,False,0,0,0.0
A0A0V2DCQ0,False,0,0,0.0
B9VQ98,False,0,0,0.0
A0A088X6K4,False,0,0,0.0
ACI02996,False,0,0,0.0
A0A0T9SN89,False,0,0,0.0
A0A100WXC0,False,0,0,0.0
D9HP85,False,0,0,0.0
I9NKF0,False,0,0,0.0
J0C989,False,0,0,0.0
K0PYR4,False,0,0,0.0
G2ZFY4,False,0,0,0.0
A0A127SAQ9,False,0,0,0.0
ABO42026,False,0,0,0.0
NP_863005,False,0,0,0.0
C5MRD2,False,0,0,0.0
C6G9T8,False,0,0,0.0
CAJ85716,False,0,0,0.0
Q8GLT3,False,0,0,0.0
A0PFL4,False,0,0,0.0
A0A098G740,False,0,0,0.0
ZP_01974653,False,0,0,0.0
F5LER1,False,0,0,1.0
I0BMP6,False,0,0,1.0
Q83ZX5,False,0,0,0.0
G5PMX6,False,0,0,0.0
Q8RMZ4,False,0,0,0.0
A1YJK6,False,0,0,0.0
A0A0F5FVV3,False,0,0,0.0
A0A0Q3M9A2,False,0,0,0.0
Q307S8,False,0,0,0.0
F5JFR2,False,0,0,0.0
A0A0G3B301,False,0,0,0.0
AAT34976,False,0,0,1.0
A0A139D818,False,0,0,1.0
A0A0E3U8Y3,False,0,0,0.0
J3GXJ7,False,0,0,0.0
N9P3H3,False,0,0,0.0
A0A0M0XDV3,False,0,0,1.0
S5N8A9,False,0,0,0.0
AAA26550.1,False,0,0,0.0
AAC77497,False,0,0,0.0
A0A0T6YU34,False,0,0,0.0
A0KLU1,False,0,0,0.0
A0A0X7AFQ9,False,0,0,0.0
D3A171,False,0,0,0.0
N9NGG5,False,0,0,0.0
B2G2R3,False,0,0,0.0
BAH18719.1,False,0,0,0.0
A0A0J8IQD9,False,0,0,0.0
A0A0M0NMC7,False,0,0,0.0
A0A0Q7HJ09,False,0,0,0.0
E9LY84,False,0,0,0.0
A0A109QWB3,False,0,0,0.0
A0A086MLN4,False,0,0,0.0
I4YQ68,False,0,0,0.0
YP_001966537,False,0,0,0.0
K9BAK6,False,0,0,0.0
YP_001068559,False,0,0,0.0
Q5TLE0,False,0,0,0.0
A0A0J8PTG5,False,0,0,0.0
O86931,False,0,0,0.0
A0A091A6T2,False,0,0,0.0
W1IVD4,False,0,0,0.0
A0A103ESZ8,False,0,0,0.0
A0A085FDS5,False,0,0,0.0
ZP_03822933,False,0,0,0.0
G5RV67,False,0,0,0.0
A0A031H8Q2,False,0,0,0.0
M1EUF7,False,0,0,0.0
CAH94334,False,0,0,0.0
Q8VLP3,False,0,0,0.0
A0A0T6YU28,False,0,0,0.0
A0A0A1DZU3,False,0,0,0.0
CAG34024,False,0,0,0.0
H9TK08,False,0,0,0.0
B3YD81,False,0,0,0.0
YP_905232,False,0,0,0.0
A0A0K2ZR93,False,0,0,0.0
A0A0B4ZVF4,False,0,0,0.0
A0A142FK22,False,0,0,1.0
A0A147I935,False,0,0,0.0
M5CYY1,False,0,0,0.0
A0A0U5HGA1,False,0,0,0.0
N6UB98,False,0,0,0.0
C9WXE8,False,0,0,0.0
A0A0G6BQK6,False,0,0,0.0
YP_637442,False,0,0,0.0
W5YXS9,False,0,0,1.0
A0A133I2Q5,False,0,0,0.0
YP_002038873,False,0,0,0.0
E1A688,False,0,0,0.0
Q47308,False,0,0,0.0
D1LUJ5,False,0,0,0.0
Q4K4L6,False,0,0,0.0
YP_001144148,False,0,0,0.0
AFG73660.1,False,0,0,0.0
CAA31895.1,False,0,0,0.0
CAG39069.1,False,0,0,1.0
CAP70016.1,False,0,0,1.0
CAC29169.1,False,0,0,1.0
AAA26443.1,False,0,0,0.0
BAM98943.1,False,0,0,0.0
BAQ56017.1,False,0,0,0.0
AEK32501.1,False,0,0,0.0
AEG42370.1,False,0,0,0.0
CAF05909.1,False,0,0,0.0
CAA25643.1,False,0,0,1.0
ACH43053.1,False,0,0,0.0
AAN41428.1,False,0,0,0.0
AFI47934.1,False,0,0,0.0
CAI47809.1,False,0,0,0.0
AFP97030.1,False,0,0,0.0
BAM98940.1,False,0,0,0.0
AAN41426.1,False,0,0,0.0
AAY43211.1,False,0,0,0.0
ABM67077.1,False,0,0,0.0
NP_358351.1,False,0,0,1.0
ADQ43422.1,False,0,0,1.0
WP_000988063.1,False,0,0,0.0
CCJ23762.1,False,0,0,0.0
CAP69659.1,False,0,0,0.0
AAR21615.1,False,0,0,0.0
AEX26000.1,False,0,0,0.0
CAQ45829.1,False,0,0,1.0
CCE94501.1,False,0,0,0.0
AAK60187.1,False,0,0,0.0
SCJ62418.1,False,0,0,0.0
WP_002592615.1,False,0,0,0.0
AGV79345.1,False,0,0,0.0
WP_033639326.1,False,0,0,0.0
WP_021505085.1,False,0,0,0.0
WP_046687856.1,False,0,0,0.0
WP_047026538.1,False,0,0,0.0
WP_048325528.1,False,0,0,0.0
WP_049204401.1,False,0,0,0.0
WP_049241494.1,False,0,0,0.0
WP_049189080.1,False,0,0,0.0
WP_044030410.1,False,0,0,0.0
WP_019453091.1,False,0,0,0.0
WP_048234935.1,False,0,0,0.0
WP_049198488.1,False,0,0,0.0
ACI31325.1,False,0,0,0.0
WP_061723211.1,False,0,0,0.0
WP_058477694.1,False,0,0,0.0
WP_058515178.1,False,0,0,0.0
WP_061692069.1,False,0,0,0.0
WP_027221672.1,False,0,0,0.0
WP_061466569.1,False,0,0,0.0
WP_027267093.1,False,0,0,0.0
AGC82133.1,False,0,0,0.0
WP_052285801.1.,False,0,0,0.0
WP_006898231.1,False,0,0,0.0
WP_023239286.1,False,0,0,0.0
WP_053529047.1,False,0,0,0.0
WP_047622667.1,False,0,0,0.0
WP_048348829.1,False,0,0,0.0
WP_023220234.1,False,0,0,0.0
WP_023212386.1,False,0,0,0.0
WP_023224993.1,False,0,0,0.0
WP_000354866.1,False,0,0,0.0
WP_023176579.1,False,0,0,0.0
WP_000354863.1,False,0,0,0.0
WP_046930149.1,False,0,0,0.0
WP_039639671.1,False,0,0,0.0
WP_033268654.1,False,0,0,0.0
WP_031084431.1,False,0,0,0.0
WP_053638058.1,False,0,0,0.0
WP_016575755.1,False,0,0,0.0
WP_026328431.1,False,0,0,0.0
WP_029391459.1,False,0,0,0.0
WP_046502149.1,False,0,0,0.0
WP_047139664.1,False,0,0,0.0
WP_047467383.1,False,0,0,0.0
WP_023417224.1,False,0,0,0.0
WP_003950682.1,False,0,0,0.0
WP_053927904.1,False,0,0,0.0
WP_023529211.1,False,0,0,0.0
WP_010642533.1,False,0,0,0.0
WP_037790839.1,False,0,0,0.0
WP_018088143.1,False,0,0,0.0
WP_030695745.1,False,0,0,0.0
WP_035278955.1,False,0,0,0.0
WP_051139090.1,False,0,0,1.0
WP_000960976.1,False,0,0,1.0
CAM88403.1,False,0,0,1.0
CQD12588.1,False,0,0,0.0
AAB00461.1,False,0,0,0.0
EMI48985.1,False,0,0,0.0
AGV79343.1,False,0,0,0.0
AAA88548.1,False,0,0,0.0
CAD60196.1,False,0,0,0.0
WP_000175803,False,0,0,0.0
WP_001728085.1,False,0,0,0.0
WP_045900075.1,False,0,0,0.0
WP_023214503.1,False,0,0,0.0
WP_023255163.1,False,0,0,0.0
WP_023204046.1,False,0,0,0.0
WP_058145124.1,False,0,0,0.0
WP_039517854.1,False,0,0,0.0
WP_052934797.1,False,0,0,0.0
WP_046093434.1,False,0,0,0.0
WP_023184937.1,False,0,0,0.0
WP_000175809,False,0,0,0.0
WP_023247969.1,False,0,0,0.0
ADZ53064.1,False,0,0,0.0
AKG19864.1,False,0,0,0.0
CAB41476.2,False,0,0,0.0
CAM98048.2,False,0,0,0.0
AAV49760.1,False,0,0,0.0
CAA31362.1,False,0,0,0.0
AAB60002.1,False,0,0,0.0
ABL95942.1,False,0,0,0.0
ACD45687.1,False,0,0,0.0
WP_005413282.1,False,0,0,1.0
WP_053505284.1,False,0,0,1.0
WP_049412369.1,False,0,0,1.0
WP_021201775.1,False,0,0,1.0
WP_058980063.1,False,0,0,1.0
WP_014037144.1,False,0,0,1.0
WP_065184884.1,False,0,0,1.0
WP_049460784.1,False,0,0,1.0
WP_005416478.1,False,0,0,1.0
WP_053496675.1,False,0,0,1.0
WP_061478689.1,False,0,0,1.0
WP_049421949.1,False,0,0,1.0
WP_032127359.1,False,0,0,1.0
WP_054171716.1,False,0,0,1.0
WP_057502846.1,False,0,0,1.0
WP_049446763.1,False,0,0,1.0
WP_049399366.1,False,0,0,1.0
WP_032961884.1,False,0,0,1.0
KLO00119.1,False,0,0,1.0
WP_014647081.1,False,0,0,1.0
WP_049457662.1,False,0,0,1.0
WP_008265677.1,False,0,0,1.0
WP_053449693.1,False,0,0,1.0
WP_053511873.1,False,0,0,1.0
WP_012510997.1,False,0,0,1.0
WP_049432229.1,False,0,0,1.0
WP_057496342.1,False,0,0,1.0
WP_049467360.1,False,0,0,1.0
WP_065198619.1,False,0,0,1.0
AAB24284.1,False,0,0,0.0
ACH43055.1,False,0,0,0.0
WP_033450617.1,False,0,0,0.0
EKF18778.1,False,0,0,0.0
WP_063977000,False,0,0,0.0
WP_056433730.1,False,0,0,0.0
EKU81965.1,False,0,0,0.0
WP_023460056.1,False,0,0,0.0
WP_026792830.1,False,0,0,0.0
WP_039187979.1,False,0,0,0.0
WP_062773153,False,0,0,0.0
WP_048216288.1,False,0,0,0.0
WP_055823613.1,False,0,0,0.0
WP_056402240.1,False,0,0,0.0
ABY48974.1,False,0,0,0.0
AIF29520.1,False,0,0,0.0
WP_042227921.1,False,0,0,1.0
WP_030646682.1,False,0,0,0.0
WP_053699462.1,False,0,0,0.0
WP_030600485.1,False,0,0,0.0
AAO32357.1,False,0,0,0.0
WP_063840320.1,False,0,0,0.0
WP_063840321.1,False,0,0,0.0
WP_063840281.1,False,0,0,0.0
WP_063840283.1,False,0,0,0.0
WP_063840282.1,False,0,0,0.0
WP_049443010.1,False,0,0,0.0
WP_053518652.1,False,0,0,0.0
WP_049646085.1,False,0,0,0.0
WP_051208285.1,False,0,0,0.0
AEX88635.1,False,0,0,0.0
KTK23273.1,False,0,0,0.0
ACT99625.1,False,0,0,0.0
AIT97187.1,False,0,0,0.0
ACO54181.1,False,0,0,0.0
WP_056320428.1,False,0,0,0.0
WP_062562100.1,False,0,0,0.0
WP_036761389.1,False,0,0,0.0
WP_052095933.1,False,0,0,0.0
WP_028714409.1,False,0,0,0.0
WP_011749422.1,False,0,0,0.0
WP_051329242.1,False,0,0,0.0
WP_052171736.1,False,0,0,0.0
AAN34370.1,False,0,0,0.0
WP_058327775.1,False,0,0,0.0
WP_003525983.1,False,0,0,0.0
WP_022652262.1,False,0,0,0.0
WP_034799972.1,False,0,0,0.0
WP_058323800.1,False,0,0,0.0
WP_012356520.1,False,0,0,0.0
WP_057205564.1,False,0,0,0.0
ODT18015.1,False,0,0,1.0
AAT34976.1,False,0,0,1.0
WP_035417850.1,False,0,0,1.0
WP_066163049.1,False,0,0,1.0
WP_053993359.1,False,0,0,1.0
AHJ80331.1,False,0,0,1.0
WP_001243406.1,False,0,0,1.0
AFJ49145.1,False,0,0,1.0
WP_028596644.1,False,0,0,1.0
WP_035400726.1,False,0,0,1.0
WP_061861938.1,False,0,0,1.0
WP_057764669.1,False,0,0,1.0
WP_057982850.1,False,0,0,1.0
WP_010270625.1,False,0,0,1.0
WP_026326919.1,False,0,0,1.0
WP_026682661.1,False,0,0,1.0
WP_021255911.1,False,0,0,1.0
WP_021257631.1,False,0,0,1.0
WP_024714945.1,False,0,0,1.0
WP_044428795.1,False,0,0,1.0
AAA22190.1,False,0,0,1.0
WP_035204920.1,False,0,0,1.0
WP_036624446.1,False,0,0,1.0
WP_026043025.1,False,0,0,1.0
WP_063207627.1,False,0,0,1.0
WP_028608516.1,False,0,0,1.0
WP_043066377.1,False,0,0,1.0
AAM18213.1,False,0,0,0.0
AAN41409.1,False,0,0,0.0
AAN41437.1,False,0,0,0.0
AAY43149.1,False,0,0,0.0
AEQ26262.1,False,0,0,0.0
CAP69683.1,False,0,0,0.0
CCF70752.1,False,0,0,0.0
ABG88877.1,False,0,0,0.0
AIA09138.1,False,0,0,0.0
ACJ63285.1,False,0,0,0.0
BAN78519.1,False,0,0,0.0
AGU13987.1,False,0,0,0.0
WP_019710657.1,False,0,0,0.0
WP_063840271.1,False,0,0,0.0
ENV80847.1,False,0,0,1.0
ESK39014.1,False,0,0,1.0
ENX32354.1,False,0,0,1.0
WP_002785795.1,False,0,0,1.0
WP_072229212.1,False,0,0,1.0
WP_075446173.1,False,0,0,1.0
WP_072216485.1,False,0,0,1.0
WP_072228818.1,False,0,0,1.0
WP_034742152.1,False,0,0,0.0
WP_034703427.1,False,0,0,0.0
WP_080778132.1,False,0,0,0.0
WP_076509785.1,False,0,0,0.0
WP_034693616.1,False,0,0,0.0
SMC86227.1,False,0,0,0.0
WP_062701324.1,False,0,0,0.0
WP_027373595.1,False,0,0,0.0
WP_050022107.1,False,0,0,0.0
CAA25642.1,False,0,0,1.0
AAP23225.1,False,0,0,0.0
WP_001209508.1,False,0,0,0.0
WP_001255866.1,False,0,0,1.0
WP_023434793.1,False,0,0,0.0
resfam_RmtF-3,False,0,0,0.0
resfam_RmtF-4,False,0,0,0.0
NP_311359.1,False,0,0,0.0
AGV79342.1,False,0,0,0.0
AGV79344.1,False,0,0,0.0
AIA15373.1,False,0,0,1.0
AIA18737.1,False,0,0,1.0
AIA16964.1,False,0,0,1.0
AIA13517.1,False,0,0,1.0
AIA11748.1,False,0,0,1.0
CAA37477,False,0,0,0.0
AAR96051,False,0,0,1.0
BAA07390,False,0,0,1.0
AAD09860,False,0,0,0.0
CAC80727,False,0,0,0.0
BAB59035,False,0,0,1.0
AAK37619,False,0,0,1.0
CAD55718,False,0,0,1.0
AAN28721,False,0,0,1.0
AAV80464.1,False,0,0,1.0
CAM12479,False,0,0,1.0
ACD35503,False,0,0,1.0
CBH51823.1,False,0,0,1.0
BAC67142,False,0,0,0.0
ACE95681,False,0,0,0.0
ABI30354,False,0,0,0.0
AAD12753,False,0,0,0.0
AAA19179,False,0,0,0.0
CBA13543.1,False,0,0,0.0
AAA73978,False,0,0,1.0
AAA23033,False,0,0,1.0
AAA25293,False,0,0,1.0
AAF01499,False,0,0,1.0
AAA27471,False,0,0,1.0
AAC72341,False,0,0,0.0
AAD25063,False,0,0,0.0
AAA20117.1,False,0,0,1.0
ADE08374.2,False,0,0,0.0
AAA71915.1,False,0,0,0.0
ACA23185.1,False,0,0,1.0
BAC67143.1,False,0,0,0.0
AAO16462.1,False,0,0,0.0
AAD25538.1,False,0,0,0.0
CAA75663.1,False,0,0,0.0
AAW66497.1,False,0,0,0.0
CAC41371.1,False,0,0,1.0
CAE51745.1,False,0,0,1.0
YP_003283625.1,False,0,0,0.0
AAA25293.1,False,0,0,1.0
AAP93922.1,False,0,0,0.0
CAJ67339.1,False,0,0,1.0
YP_007503840.1,False,0,0,0.0
APB03215.1,False,0,0,1.0
ANZ79241.1,False,0,0,1.0
AET10444.1,False,0,0,0.0
AET10445.1,False,0,0,1.0
ANZ79240.1,False,0,0,1.0
AAA22851.1,False,0,0,0.0
WP_009887863.1,False,0,0,1.0
AAA50993.1,False,0,0,1.0
AAB39605.1,False,0,0,1.0
CAG39573,False,0,0,0.0
CAA67349.1,False,0,0,1.0
CAG39240,False,0,0,0.0
ZP_03730066,False,0,0,1.0
NP_511233,False,0,0,0.0
ABB70047,False,0,0,1.0
CAD13485,False,0,0,1.0
YP_002418004,False,0,0,1.0
BAC67134,False,0,0,0.0
CAV31157,False,0,0,1.0
YP_002738300,False,0,0,1.0
YP_002332890,False,0,0,0.0
AAR29971,False,0,0,1.0
AAL75564,False,0,0,0.0
ABB70053,False,0,0,1.0
ACI02941,False,0,0,1.0
CAR69107,False,0,0,1.0
AAL09826,False,0,0,1.0
YP_001834888,False,0,0,1.0
CAE46078,False,0,0,1.0
AAT02170,False,0,0,1.0
AAR29485,False,0,0,1.0
YP_002152117,False,0,0,0.0
NP_348075,False,0,0,1.0
ACA23192,False,0,0,1.0
AAO38186,False,0,0,0.0
BAG80629,False,0,0,1.0
NP_759331,False,0,0,1.0
YP_001694718,False,0,0,1.0
CAC81916,False,0,0,0.0
AAR29970,False,0,0,1.0
YP_001691306,False,0,0,0.0
ABN80187,False,0,0,1.0
BAB71968,False,0,0,1.0
ZP_03079543,False,0,0,1.0
ACA23195,False,0,0,1.0
ZP_02632674,False,0,0,1.0
CAO82964,False,0,0,1.0
CAA52967,False,0,0,1.0
ABP89888,False,0,0,1.0
Q00937,False,0,0,1.0
ABY77969,False,0,0,0.0
P51563,False,0,0,0.0
ZP_04557016,False,0,0,1.0
Q02652,False,0,0,0.0
YP_002850805,False,0,0,1.0
AAA24784,False,0,0,1.0
YP_063446,False,0,0,1.0
ABI81214,False,0,0,1.0
BAC58936,False,0,0,1.0
AAO42740,False,0,0,1.0
ABN11268,False,0,0,1.0
AAS45561,False,0,0,1.0
CAJ00299,False,0,0,1.0
AAA98304,False,0,0,0.0
ACF08831,False,0,0,1.0
CAC47932,False,0,0,1.0
YP_001687825,False,0,0,0.0
Q52360,False,0,0,1.0
CAL69903,False,0,0,1.0
AAO24820,False,0,0,1.0
CAO78565,False,0,0,1.0
YP_594556,False,0,0,1.0
ZP_02961649,False,0,0,0.0
ABX28186,False,0,0,1.0
ZP_03476117,False,0,0,1.0
AAF68936,False,0,0,0.0
ABB18304,False,0,0,1.0
AAK17952,False,0,0,1.0
YP_001966009,False,0,0,0.0
AAR14158,False,0,0,0.0
ACH85966,False,0,0,1.0
CAD11599,False,0,0,0.0
ABD46539,False,0,0,1.0
AAL30847,False,0,0,1.0
CAJ00301,False,0,0,1.0
BAC10599,False,0,0,0.0
AAR22397,False,0,0,1.0
CAQ86952,False,0,0,0.0
CAC42503,False,0,0,0.0
NP_625085,False,0,0,0.0
ACA23187,False,0,0,1.0
CAA76069,False,0,0,0.0
Q53770,False,0,0,1.0
ZP_04576183,False,0,0,1.0
BAG80214,False,0,0,0.0
BAC67151,False,0,0,0.0
ABF69686,False,0,0,1.0
AAO38916,False,0,0,1.0
ABC18266,False,0,0,1.0
CAJ00297,False,0,0,1.0
AAL92527.1,False,0,0,0.0
AAB59094.1,False,0,0,0.0
AAM22221,False,0,0,0.0
CAA63528,False,0,0,1.0
1703286A,False,0,0,0.0
ZP_02423658,False,0,0,1.0
CAG27784,False,0,0,0.0
BAC67138,False,0,0,0.0
ZP_01996651,False,0,0,1.0
ZP_03915077,False,0,0,1.0
BAA08269,False,0,0,0.0
P13924,False,0,0,0.0
YP_001444376,False,0,0,1.0
ABW24731,False,0,0,1.0
